@relation fatigue

@attribute fatigue_value real
@attribute a0_x real
@attribute a0_y real
@attribute a1_x real
@attribute a1_y real
@attribute a2_x real
@attribute a2_y real
@attribute a3_x real
@attribute a3_y real
@attribute a4_x real
@attribute a4_y real
@attribute a5_x real
@attribute a5_y real
@attribute a6_x real
@attribute a6_y real
@attribute a7_x real
@attribute a7_y real
@attribute a8_x real
@attribute a8_y real
@attribute a9_x real
@attribute a9_y real
@attribute a10_x real
@attribute a10_y real
@attribute a11_x real
@attribute a11_y real
@attribute a12_x real
@attribute a12_y real
@attribute a13_x real
@attribute a13_y real
@attribute a14_x real
@attribute a14_y real
@attribute a15_x real
@attribute a15_y real
@attribute a16_x real
@attribute a16_y real
@attribute a17_x real
@attribute a17_y real
@attribute a18_x real
@attribute a18_y real
@attribute a19_x real
@attribute a19_y real
@attribute a20_x real
@attribute a20_y real
@attribute a21_x real
@attribute a21_y real
@attribute a22_x real
@attribute a22_y real
@attribute a23_x real
@attribute a23_y real
@attribute a24_x real
@attribute a24_y real
@attribute a25_x real
@attribute a25_y real
@attribute a26_x real
@attribute a26_y real
@attribute a27_x real
@attribute a27_y real
@attribute a28_x real
@attribute a28_y real
@attribute a29_x real
@attribute a29_y real
@attribute a30_x real
@attribute a30_y real
@attribute a31_x real
@attribute a31_y real
@attribute a32_x real
@attribute a32_y real
@attribute a33_x real
@attribute a33_y real
@attribute a34_x real
@attribute a34_y real
@attribute a35_x real
@attribute a35_y real
@attribute a36_x real
@attribute a36_y real
@attribute a37_x real
@attribute a37_y real
@attribute a38_x real
@attribute a38_y real
@attribute a39_x real
@attribute a39_y real
@attribute a40_x real
@attribute a40_y real
@attribute a41_x real
@attribute a41_y real
@attribute a42_x real
@attribute a42_y real
@attribute a43_x real
@attribute a43_y real
@attribute a44_x real
@attribute a44_y real
@attribute a45_x real
@attribute a45_y real
@attribute a46_x real
@attribute a46_y real
@attribute a47_x real
@attribute a47_y real
@attribute a48_x real
@attribute a48_y real
@attribute a49_x real
@attribute a49_y real
@attribute a50_x real
@attribute a50_y real
@attribute a51_x real
@attribute a51_y real
@attribute a52_x real
@attribute a52_y real
@attribute a53_x real
@attribute a53_y real
@attribute a54_x real
@attribute a54_y real
@attribute a55_x real
@attribute a55_y real
@attribute a56_x real
@attribute a56_y real
@attribute a57_x real
@attribute a57_y real
@attribute a58_x real
@attribute a58_y real
@attribute a59_x real
@attribute a59_y real
@attribute a60_x real
@attribute a60_y real
@attribute a61_x real
@attribute a61_y real
@attribute a62_x real
@attribute a62_y real
@attribute a63_x real
@attribute a63_y real
@attribute a64_x real
@attribute a64_y real
@attribute a65_x real
@attribute a65_y real
@attribute a66_x real
@attribute a66_y real
@attribute a67_x real
@attribute a67_y real

@data
5,-100.328,-37.592,-99.6487,-2.25097,-96.3554,26.0591,-88.5135,55.3731,-76.6604,78.6302,-60.2234,99.3577,-33.0866,114.89,1.80973,120.781,35.7651,114.618,64.3709,96.6061,79.8475,76.0491,92.0932,51.2846,97.2678,20.4737,99.6931,-8.48419,96.7198,-40.9016,83.6883,-60.9296,63.9007,-79.3744,38.7983,-79.6217,24.4401,-65.9649,43.8145,-68.0617,61.6801,-66.6343,-87.5191,-57.8001,-68.3012,-78.2732,-41.3135,-78.4322,-26.0267,-65.3427,-47.7984,-66.9562,-66.1248,-64.9428,-67.3069,-36.0903,-49.1968,-44.7654,-28.9729,-38.5031,-49.3813,-33.0753,-48.5987,-38.9856,73.3032,-38.8829,52.6207,-47.0238,31.1428,-39.5646,51.9369,-35.1662,51.8591,-40.7057,-12.7673,-39.6255,-16.4243,-17.1535,-29.231,6.04898,-22.9374,19.9779,1.95178,23.2712,27.0736,19.3895,32.2407,5.94463,18.0859,-16.4802,14.1717,-39.875,-13.6672,14.5246,16.6917,14.3799,-40.7295,54.7019,-21.9843,47.2314,-8.48769,43.733,3.46406,45.4035,16.1308,44.139,30.0711,46.3678,44.9131,52.7029,29.1001,59.7835,16.0547,60.4356,0.901656,60.6424,-12.0208,60.7426,-25.0984,59.5128,-14.0041,54.5092,2.27193,55.4412,19.5618,54.5655,20.0619,51.2369,2.7125,51.4167,-12.5673,50.972,2.41422,53.9049,0,0
9,-90.7178,-42.3549,-94.3215,-6.06249,-91.7607,22.1235,-84.5022,52.4225,-73.2058,75.5252,-56.1465,95.7289,-30.8282,112.972,6.55065,120.63,45.6145,112.448,73.2282,96.0065,92.6317,73.3186,102.775,47.8523,105.881,17.5479,106.79,-11.3263,103.394,-41.7913,89.6907,-60.4606,68.4239,-79.1422,42.7865,-79.5357,29.2051,-66.8425,49.6304,-68.7707,67.478,-66.9003,-78.9944,-58.6672,-63.0415,-76.8855,-38.3344,-78.5646,-21.3028,-65.5876,-43.5667,-67.6977,-61.464,-65.7055,-62.0101,-36.9683,-41.6561,-45.788,-19.8095,-39.4906,-41.5327,-34.7293,-40.8892,-40.0175,77.6563,-39.1324,56.1677,-47.6374,32.6983,-40.2964,55.9667,-35.8688,55.5472,-41.4688,-8.3517,-42.8421,-12.9253,-18.8099,-26.0122,6.16905,-19.5272,15.8534,3.98591,18.9834,30.0039,15.3056,33.92,6.12343,21.3905,-17.1913,17.9295,-42.7899,-10.9432,11.4226,18.3819,11.6622,-40.611,53.0183,-20.9106,45.52,-7.31146,41.506,4.69734,43.2948,17.1391,41.6409,33.0004,43.9186,53.2546,49.3292,35.5963,57.7015,22.1226,60.2274,4.85249,60.8641,-10.7179,60.5936,-24.4765,58.1668,-14.4673,53.4297,5.40917,54.364,23.9309,53.1991,24.0492,50.0199,5.01859,50.3812,-13.0926,50.2628,5.2595,52.5755,0,0
1,-87.7701,-31.3312,-89.5401,5.04825,-84.1428,33.0426,-75.7905,61.4434,-66.5266,82.62,-51.7838,102.767,-30.5651,120.742,6.6491,128.117,45.746,121.186,72.2432,104.445,91.5575,80.4599,102.452,55.5398,108.015,25.5333,111.483,-4.81009,111.274,-34.3225,95.6185,-50.1109,72.888,-71.7198,44.7302,-72.4371,28.4497,-59.8472,49.8902,-61.1842,70.6005,-59.2383,-78.8562,-51.152,-61.8682,-69.564,-35.6966,-70.6778,-19.4997,-57.9292,-42.4032,-60.1377,-61.3142,-58.155,-57.4489,-30.2575,-37.9518,-37.0429,-19.6304,-32.816,-38.5434,-28.3016,-37.6013,-32.1104,69.9937,-31.9287,52.9099,-38.923,32.8728,-34.8414,51.3842,-29.7443,52.2248,-34.1987,-8.53697,-36.2112,-14.0388,-11.8463,-24.7399,11.9413,-17.5019,22.1757,3.66496,23.3821,27.2761,21.4267,33.6147,10.5559,23.187,-10.4015,18.9836,-36.4434,-9.77509,15.4881,17.735,15.0249,-35.5657,59.7749,-21.3697,50.2676,-9.49541,45.9751,1.07607,47.9154,12.255,46.25,26.9842,49.8971,43.8125,59.0387,30.8029,64.4809,19.5993,68.4284,3.598,70.3984,-10.4326,69.0629,-22.4351,65.2965,-14.2157,58.8793,3.54381,59.6685,19.0733,59.2496,18.649,55.7998,2.41847,55.8532,-14.9318,56.0007,3.02609,58.0449,0,0
6,-96.8448,-38.9921,-97.5432,-2.50878,-93.7137,26.2241,-85.0448,56.4076,-72.645,78.276,-56.098,97.1446,-32.0413,114.493,4.82465,121.737,39.9269,115.467,67.6704,98.0315,83.9594,75.7392,94.6363,51.4564,100.929,19.1778,103.504,-11.1669,101.259,-42.5533,87.2627,-60.2574,67.7344,-78.1249,43.9627,-78.8026,29.4267,-66.4608,49.4366,-67.9545,66.1343,-65.8411,-83.1066,-58.4857,-65.2296,-77.0317,-41.9008,-77.622,-25.0242,-66.1353,-46.1879,-66.6508,-63.3661,-64.5164,-62.8138,-36.5919,-43.9954,-43.5198,-25.4284,-39.1162,-44.5404,-33.7102,-43.4861,-38.4119,72.6476,-38.1941,52.783,-45.9325,31.5946,-40.1145,51.6766,-35.2868,51.9705,-40.4261,-11.8539,-41.2243,-16.2307,-16.7218,-27.8929,7.10747,-21.0169,21.5865,2.69863,24.0397,27.187,20.6965,32.6347,7.43523,19.913,-15.8032,16.1523,-41.4123,-12.3718,15.0961,17.1471,15.3056,-37.5028,55.8507,-21.0972,49.009,-8.09228,45.6926,2.87725,47.4123,13.9343,46.1438,27.7201,48.2625,42.4042,54.2383,29.3939,61.5278,17.5817,64.0414,2.11518,64.8873,-12.5753,64.1684,-25.0572,61.2121,-14.0779,56.7277,3.80221,57.9756,20,56.8399,19.552,53,3.28271,53.6295,-13.8431,53.2538,3.47578,55.8826,0,0
5,-100.049,-37.7131,-100.095,-3.27712,-95.9969,25.2035,-88.1748,53.2703,-78.3676,77.903,-60.7437,100.43,-34.9253,114.664,0.342946,119.939,34.1179,113.196,58.1315,97.2397,80.5353,74.1786,91.7808,48.897,96.1109,20.1796,100.002,-9.63502,98.5193,-41.5631,83.6874,-59.4108,63.1995,-79.9183,35.9997,-80.7655,20.8605,-66.9137,39.4486,-68.1895,60.0817,-66.9095,-88.6427,-59.1257,-71.3356,-78.5215,-43.6216,-79.6078,-26.8622,-66.0207,-49.0341,-67.634,-68.8207,-66.1488,-71.7345,-36.7377,-51.2155,-46.5312,-30.0527,-38.2139,-50.3529,-33.5323,-50.0687,-39.9393,70.2687,-39.4159,51.6988,-47.0626,29.74,-39.0805,51.0481,-34.9506,50.4334,-40.6494,-13.776,-41.0202,-17.386,-15.6989,-31.2859,10.4253,-23.8434,19.5168,0.910771,21.0999,25.3449,19.121,32.0077,8.97379,17.7182,-15.044,13.2,-41.304,-15.1465,12.7989,15.8849,12.209,-44.588,53.9065,-27.516,42.4069,-13.231,36.9913,-1.28982,38.7685,11.5767,37.2038,25.9367,41.6705,44.4646,53.3407,27.9496,60.092,15.1354,62.9025,-0.986867,64.482,-15.2786,63.6087,-29.2342,60.6096,-17.2346,54.3575,-2.06374,55.4874,15.3384,54.598,14.9817,47.712,-1.79951,46.5202,-16.4994,46.971,-1.63951,51.4527,0,0
3,-102.14,-42.1711,-102.178,-7.48801,-98.8276,21.0489,-89.9819,51.4171,-77.5135,74.2359,-59.8408,95.1398,-32.156,110.405,2.68435,115.429,35.9067,109.975,66.9001,90.5643,78.7123,71.8823,91.202,46.6727,96.2335,14.5103,97.9622,-14.753,92.7426,-46.3969,80.7217,-66.9166,60.5263,-84.742,34.2878,-84.2366,21.1169,-70.608,41.343,-73.336,59.4117,-72.9584,-87.2019,-62.4788,-68.8882,-83.2445,-40.6007,-83.3569,-26.2546,-70.2866,-48.6948,-72.505,-67.246,-70.4061,-67.2735,-39.8042,-50.1629,-49.2198,-30.0917,-41.8605,-50.2863,-35.9053,-49.8961,-42.6411,68.2993,-43.1022,49.0792,-51.9734,28.6357,-42.7937,48.9052,-38.0846,48.7052,-44.5556,-14.6417,-43.9456,-17.7404,-20.8502,-29.6409,4.95616,-24.8473,17.67,1.53358,20.9462,27.7823,16.7801,30.187,4.02674,16.8425,-20.7517,12.345,-44.402,-13.8763,12.5449,16.291,12.4773,-43.9566,51.5528,-22.3422,45.8536,-7.75466,42.7806,3.69769,44.6555,15.0715,42.7502,30.107,44.0418,45.1543,48.148,31.0756,56.9504,18.0552,58.9452,1.92568,59.8742,-13.598,60.0333,-27.6609,57.243,-15.9311,53.0087,2.97943,54.0479,21.2632,52.6128,21.4525,49.7161,2.82082,50.5324,-14.5719,50.6276,2.55885,52.101,0,0
10,-93.4501,-41.9792,-93.7783,-8.33978,-88.9441,20.1488,-80.2954,50.1318,-69.0218,74.8525,-52.745,97.3468,-25.9792,109.429,5.70327,112.749,37.0916,108.065,63.2493,92.7975,82.8905,74.3272,98.0418,46.4388,103.293,14.4417,106.791,-17.3334,103.604,-51.2813,82.4341,-64.2829,62.0415,-86.9327,35.4699,-88.3086,19.7728,-74.0227,38.55,-74.6455,58.7976,-73.4306,-83.1761,-61.3445,-66.191,-83.9912,-37.8792,-85.205,-25.6961,-72.1735,-45.1475,-73.593,-64.0139,-70.4774,-64.7019,-39.6289,-47.2847,-49.8291,-27.6776,-41.1507,-46.586,-34.7584,-46.4583,-42.8488,66.5208,-44.8006,48.7579,-52.5409,28.6533,-42.9896,49.184,-38.3012,48.1234,-45.1152,-14.3932,-47.3781,-17.4119,-22.5954,-30.5841,6.20114,-26.1165,18.2058,1.53309,20.3107,29.7162,17.1483,33.834,4.6752,18.7885,-23.0366,13.6692,-48.0524,-14.8787,11.9771,17.833,11.1695,-42.2141,51.7245,-24.0233,43.0762,-9.28652,38.808,1.10869,40.5068,12.0566,38.4518,26.976,41.3463,45.1335,49.6863,28.3715,58.6236,15.43,61.0668,0.474964,62.9012,-13.1893,62.107,-25.9143,59.2315,-14.3648,52.8925,0.207483,53.9819,17.2704,53.2431,17.686,47.7626,0.133205,46.7452,-14.2811,47.6199,0.39991,50.8384,0,0
9,-88.0779,-40.5935,-90.2739,-4.18746,-88.2553,23.8106,-81.9314,54.1811,-71.1837,77.2584,-55.3693,97.0625,-32.9778,115.007,2.20141,123.281,42.5746,116.34,70.0628,100.941,89.8901,78.5052,101.404,57.4237,107.574,24.9619,110.539,-5.59938,109.099,-38.6407,92.8137,-55.9354,72.7146,-75.2362,46.5129,-77.0811,30.2466,-65.6054,50.1043,-65.5397,69.6794,-63.5142,-77.1131,-56.572,-59.3254,-75.0194,-31.8474,-75.9355,-19.109,-64.6426,-40.7805,-66.2013,-58.3229,-64.3727,-57.268,-35.4258,-37.995,-43.6958,-16.2382,-37.4268,-38.3349,-31.8748,-37.7013,-37.4793,77.3182,-35.131,56.2378,-44.4409,32.5218,-37.8409,55.2525,-31.9477,55.4682,-38.0357,-8.26451,-42.1154,-14.4849,-16.2018,-25.7088,5.98375,-19.9389,19.1019,1.1655,20.9309,24.2517,19.3486,31.4542,7.80183,21.1819,-15.244,18.1247,-41.8186,-12.54,12.0319,15.894,13.0011,-41.6223,53.8004,-22.8769,46.0808,-9.3964,43.0971,1.22829,45.5187,12.6228,43.5852,28.1941,46.3345,45.7757,53.5245,30.7704,61.3889,17.6282,65.142,1.82605,65.2286,-14.2057,64.524,-27.5431,61.0062,-16.568,54.8511,2.90821,56.2617,20.2709,55.5828,20.7506,52.8476,2.51723,52.5532,-16.339,51.898,2.92202,54.9026,0,0
1,-91.6363,-40.1927,-95.9782,-4.22262,-93.3987,23.8206,-86.6796,53.8463,-75.2716,77.2432,-57.9084,98.259,-31.2821,115.677,5.88061,122.155,43.7372,114.262,72.5061,95.8129,88.0408,76.5149,100.467,49.6254,103.463,19.8116,104.464,-8.95557,100.872,-39.0052,87.0531,-58.3689,65.3435,-77.6015,38.8251,-77.984,25.9892,-65.6056,45.8903,-66.7882,64.7994,-65.4599,-77.5309,-56.6873,-61.9653,-75.604,-35.2238,-77.7521,-19.6172,-64.5319,-41.9629,-66.679,-60.8738,-64.2659,-60.1418,-35.4599,-40.4404,-43.0342,-19.9167,-38.3562,-40.4932,-33.694,-39.7393,-37.7258,70.1869,-36.8225,51.1589,-44.4298,29.4576,-38.8539,50.7309,-34.1748,50.6733,-38.8933,-8.43314,-40.9513,-13.4438,-18.0977,-26.0305,6.54855,-19.9534,15.1875,3.3377,18.3155,28.9813,14.7117,32.0256,5.85284,20.5299,-16.4946,16.3489,-40.8959,-11.1943,10.9185,17.9318,10.9887,-43.7704,51.5209,-21.3991,44.7879,-7.77529,40.9339,4.31526,42.7714,16.5992,41.2069,32.8068,43.5047,52.3256,48.0033,35.1206,57.3905,21.7016,60.2393,4.36742,61.4333,-11.0768,60.9531,-25.296,58.1249,-15.7803,52.633,4.5749,53.3342,23.2205,52.3909,24.017,50.2341,4.07104,50.5516,-14.439,50.8497,4.00724,52.0354,0,0
6,-91.7034,-41.4009,-93.1026,-6.21421,-88.125,21.7458,-78.9745,51.4785,-67.2949,73.1532,-53.2321,93.6061,-29.1222,113.495,10.7257,121.131,47.8993,112.442,74.5184,93.4266,88.7822,73.471,99.7167,49.4705,104.598,19.0075,107.071,-10.4181,105.632,-41.3015,92.813,-57.5979,68.5364,-78.9662,38.3191,-79.3865,23.7088,-66.7738,46.598,-68.5018,67.7027,-66.8001,-81.76,-59.3797,-65.3958,-77.8383,-36.5859,-79.0261,-20.0099,-66.1531,-43.5633,-68.3565,-63.4095,-66.6092,-61.9116,-38.0673,-42.2441,-46.1487,-21.1487,-40.1283,-42.3353,-34.8,-42.2641,-40.1879,69.425,-38.6479,49.0502,-47.4292,26.2517,-40.6654,48.5226,-35.0475,48.4663,-41.0219,-9.48421,-42.8773,-14.0802,-17.4119,-26.1066,6.93231,-19.8884,17.6195,3.42434,19.8211,27.9068,16.9563,31.5887,6.37406,20.1489,-16.1846,16.1991,-42.964,-11.2231,11.7986,18.0385,11.9142,-39.0809,53.1794,-22.3819,45.4332,-9.40127,41.8626,2.10958,43.805,13.1825,42.2701,28.3017,45.0378,44.6091,51.5487,31.4394,60.2193,18.3579,64.1545,2.4078,65.9508,-12.4476,64.5658,-24.6762,60.2053,-15.8441,54.6896,2.99478,55.8581,21.0603,55.2773,21.2743,51.4275,1.96777,51.4341,-15.9522,51.6412,2.66476,53.6855,0,0
5,-93.6057,-40.3276,-93.427,-6.58985,-90.2839,23.0417,-82.4287,55.479,-70.8197,80.2635,-54.828,101.048,-29.6768,115.416,2.83727,120.656,38.5089,116.677,71.0115,101.849,87.4659,80.6155,100.977,53.6586,105.821,19.4792,106.866,-11.272,100.316,-44.8373,80.5744,-61.0741,60.6698,-79.6355,35.63,-79.5013,21.0078,-66.0184,41.5935,-68.5587,59.6411,-68.1191,-81.1831,-58.276,-64.2663,-77.5335,-38.3832,-77.3097,-25.5144,-64.2868,-46.4452,-67.5419,-63.3017,-65.7729,-64.317,-35.8338,-48.0257,-45.8584,-28.4891,-38.0234,-48.3311,-32.0124,-48.0022,-39.3318,68.2147,-40.1019,47.8018,-49.1259,28.4076,-40.2209,48.138,-35.0598,47.7148,-42.0472,-13.0365,-41.9797,-17.237,-18.3502,-29.0868,7.29011,-22.2439,20.3474,1.54099,22.2254,26.8903,19.4675,32.6286,6.9076,17.9475,-18.6247,11.9888,-42.5345,-13.2694,13.7523,16.8557,13.5578,-41.7444,54.9398,-21.3869,48.4961,-8.14495,45.2916,2.97633,46.9354,14.596,44.9135,29.2722,46.4491,46.4052,51.0681,29.2431,60.5435,16.1096,62.3713,0.881958,63.1311,-13.2089,63.099,-25.5238,60.5114,-15.0294,54.8856,3.06694,55.5139,20.4141,54.6896,20.941,51.8171,2.52,52.4571,-14.619,52.6177,2.44227,54.0008,0,0
6,-93.4811,-40.3857,-95.4426,-5.46357,-91.6985,22.6247,-83.34,53.0571,-71.9395,75.3702,-56.2181,96.35,-28.5843,114.911,11.2417,121.818,46.0766,114.178,73.7044,96.196,88.549,74.3744,98.9682,48.6005,103.132,18.6756,104.654,-10.574,101.544,-43.1721,88.0199,-59.7018,65.5722,-78.9738,40.3168,-78.9903,24.9596,-65.8701,47.4027,-68.9329,65.1496,-66.9287,-83.2358,-60.6377,-66.4272,-77.8525,-41.9325,-77.7946,-26.5764,-65.1902,-47.4054,-67.4362,-65.3645,-66.2951,-65.854,-37.4838,-47.9656,-46.0993,-28.1674,-39.8718,-47.9841,-34.0521,-47.6759,-40.1144,68.5833,-39.9715,48.3155,-47.8614,27.1447,-41.3036,47.9117,-35.6264,47.7608,-41.6968,-12.2221,-42.0336,-15.6385,-18.2759,-28.1076,5.83894,-22.9332,18.8549,2.84578,21.2183,28.8575,17.7808,32.215,5.01962,18.7347,-17.2971,14.7661,-42.2189,-12.2637,13.8412,18.1049,13.0719,-38.7987,53.2797,-20.5505,47.0901,-7.2587,44.1537,2.83143,45.8347,13.4698,44.3186,28.0743,46.0639,45.848,49.4424,30.8011,58.8813,18.3147,62.2104,2.34254,64.0757,-10.9845,63.4895,-22.7755,59.7163,-14.0577,55.7177,3.22122,56.7885,20.893,55.5747,20.1191,50.7048,2.34631,51.8942,-13.8188,51.5557,2.70778,54.07,0,0
4,-103.519,-40.7467,-105.219,-4.8115,-101.002,24.4109,-92.5898,53.5323,-78.2964,77.0369,-60.9102,97.0331,-33.9587,113.788,2.39978,119.293,36.1061,111.625,63.2852,92.1674,77.4942,73.4904,89.3978,47.4422,93.4739,18.1872,95.75,-10.822,93.2261,-42.7571,80.8962,-59.2472,59.893,-80.412,31.6323,-80.4224,18.3093,-66.5123,38.7082,-68.0882,58.5179,-66.9692,-86.5975,-57.6166,-69.2867,-79.2155,-39.9186,-80.7128,-23.4103,-66.8736,-47.5466,-68.7193,-67.2372,-66.0591,-65.6058,-37.2327,-45.6764,-44.3256,-25.0449,-39.7951,-45.9075,-34.9693,-45.2197,-39.1978,64.4937,-38.7309,45.5189,-45.7844,23.3298,-40.4768,45.3918,-35.7523,44.8123,-40.4086,-12.6709,-41.9837,-16.3912,-18.5655,-29.5455,6.25092,-22.5022,16.4252,2.55709,19.4684,27.1411,15.2517,29.7703,5.39113,16.9426,-17.6018,11.6613,-42.2879,-13.0545,11.808,16.4359,12.0206,-45.2572,51.4321,-24.1582,44.6162,-10.6939,40.789,1.60091,42.7312,13.0772,40.9994,27.688,42.8088,45.0917,47.6115,28.9571,56.5122,15.6581,59.019,0.647217,60.2786,-14.328,59.6642,-28.3739,57.5377,-17.6513,51.8078,1.24227,52.7414,18.9535,51.5651,19.7032,49.33,0.835693,49.6894,-16.9824,50.3125,0.974813,51.3219,0,0
3,-101.787,-34.1629,-101.831,-4.25461,-99.2725,22.8538,-91.9577,52.4449,-79.4862,80.6077,-58.1466,103.795,-28.2696,116.78,5.36242,121.501,38.9696,112.61,61.8509,96.28,83.6492,70.0511,93.11,47.1157,96.0118,19.7366,98.2272,-7.11453,94.91,-37.5298,80.9649,-60.3257,61.5372,-78.7762,34.3392,-79.2584,19.4921,-66.2911,38.4092,-67.1734,58.9066,-66.3851,-88.7928,-57.3024,-71.4005,-75.6512,-43.2606,-76.7433,-27.1141,-63.7394,-48.0602,-64.6348,-68.8821,-63.5623,-72.3084,-34.47,-53.4926,-44.2317,-31.2299,-36.0638,-52.1108,-30.4262,-53.0607,-37.1963,64.7151,-39.3632,45.9305,-46.7957,27.4792,-36.7554,46.8428,-33.5874,46.1322,-40.0446,-14.5289,-37.4585,-18.4485,-15.4855,-31.8572,6.72952,-27.0003,19.6017,0.307264,22.8881,25.1693,20.3865,31.172,6.02351,17.1975,-16.0511,11.5188,-38.0278,-15.8612,13.1427,16.3655,12.5245,-45.6073,51.9556,-27.3304,40.2271,-12.2492,34.693,1.08177,36.3681,15.1173,34.8417,31.2911,39.9828,47.7081,51.7713,32.4678,60.1903,19.0418,63.2016,1.17697,65.2867,-14.1535,64.3523,-28.2618,61.3029,-18.5996,55.1615,0.128937,56.8118,21.2455,54.9829,22.1017,45.3045,0.954959,43.7848,-15.3089,44.3229,0.0320435,51.0174,0,0
10,-103.387,-42.892,-102.819,-9.99457,-98.4808,19.259,-89.5896,50.8668,-76.728,73.8409,-59.3136,94.7568,-32.7934,108.073,-0.417874,111.464,29.7839,107.308,60.1228,91.3876,75.4385,72.26,88.3529,47.1348,93.9808,12.6019,96.633,-18.8453,92.0517,-50.693,77.3087,-68.011,57.9613,-88.3924,32.0471,-88.9915,17.2674,-74.75,37.707,-76.889,56.7068,-75.6918,-89.4687,-65.3456,-71.9085,-87.7722,-43.1484,-88.6006,-27.6994,-74.9823,-50.3761,-76.8538,-68.9774,-74.2728,-71.0999,-42.849,-52.1888,-52.8083,-32.5067,-44.8661,-52.3814,-37.0907,-51.7216,-45.2152,66.3575,-45.7892,46.0018,-54.5548,25.3037,-45.2127,46.3983,-39.3501,45.6726,-46.594,-16.8005,-46.4886,-19.4734,-22.5372,-32.8723,5.54403,-26.5594,19.7924,1.14431,21.7035,28.4532,18.6996,31.6082,4.69018,15.7596,-22.9787,9.97748,-47.0679,-15.9132,13.2126,17.1484,13.4141,-45.4954,53.0727,-23.8746,46.6313,-10.3733,42.6682,1.6335,44.3155,13.2219,42.692,26.6731,44.2379,42.7303,49.4518,26.898,60.9688,12.6075,63.4014,-1.84125,64.2144,-16.7125,63.9425,-30.0159,60.773,-15.6135,54.5555,-0.286629,55.7144,15.9998,54.3818,16.8331,50.2654,-0.192202,50.2633,-14.4962,50.5932,-0.378654,52.985,0,0
10,-101.27,-37.5143,-99.7129,-4.74892,-94.3273,23.1598,-85.5751,52.0393,-73.1636,76.779,-54.7198,98.9775,-27.4255,112.742,6.42996,117.712,37.537,109.347,58.7975,93.1354,77.6566,72.2259,88.3552,47.9321,93.5412,18.3552,97.5984,-9.90055,98.9972,-40.8683,85.2778,-62.2456,64.585,-83.2159,35.9042,-82.7671,20.5335,-67.666,40.4235,-70.0523,61.6109,-69.8039,-88.2956,-62.3071,-69.3642,-82.0234,-40.6455,-81.8397,-22.8946,-67.3334,-45.5333,-69.3901,-67.0144,-69.0151,-70.4132,-37.689,-49.4082,-46.7123,-27.4964,-38.9786,-48.681,-32.6605,-48.6412,-39.5479,70.5735,-40.8804,50.786,-48.0804,29.7628,-39.6243,51.2401,-34.8936,50.7432,-40.8366,-12.7091,-41.0808,-15.7466,-18.4323,-30.253,7.98404,-24.6201,21.0602,2.18308,23.1071,27.4998,21.252,32.6883,7.42383,17.9573,-18.0903,14.0644,-41.4384,-14.2648,14.5415,17.2864,14.342,-40.6034,54.2941,-24.1789,43.9186,-10.1843,38.3969,2.27502,40.0779,15.364,38.5403,29.5426,43.1235,45.7637,53.5281,30.5341,62.0161,18.0227,64.9448,2.88136,66.862,-11.5272,65.6486,-24.9932,62.5491,-14.5553,56.393,1.49571,58.1853,18.6026,57.0669,19.22,48.6342,1.97109,46.9984,-12.3241,47.5676,1.94753,53.3393,0,0
1,-91.5413,-38.1557,-95.524,-1.54949,-94.0084,26.0619,-87.3905,56.4045,-75.6318,81.3275,-57.475,101.54,-30.7739,118.024,4.62716,123.602,42.0926,117.627,72.0436,99.3943,89.6908,76.8656,99.3411,52.1996,103.103,21.3492,104.619,-9.3311,101.057,-39.1754,85.4009,-54.9305,65.2516,-75.2529,38.7649,-77.2266,26.0996,-65.8664,44.8423,-64.4896,63.8538,-62.099,-77.3294,-52.3347,-60.7352,-73.3797,-33.783,-76.8051,-18.4505,-64.5158,-40.1148,-64.7411,-58.7314,-60.7002,-58.3608,-34.1782,-39.1689,-40.576,-19.7508,-37.507,-39.1623,-32.3492,-38.5224,-36.005,67.6155,-34.6949,50.2256,-42.5312,29.2575,-37.9612,49.1471,-32.8193,49.4354,-37.4031,-10.681,-40.292,-15.9903,-15.9612,-28.527,8.47558,-23.2745,16.8774,1.25279,20.2383,26.8692,16.0612,31.1355,8.18841,20.6283,-14.9356,16.5015,-40.2924,-13.5868,10.843,16.3707,11.4003,-43.8881,54.1473,-23.0982,46.4769,-9.12819,42.3171,1.92001,44.2465,12.7292,42.8604,28.5146,45.7464,46.5677,53.0906,31.3728,59.1089,18.4778,61.341,2.42094,62.0113,-13.3555,61.6609,-27.6685,59.4035,-16.6626,53.691,2.83148,54.6152,20.4258,53.8029,21.1259,52.0257,2.49078,51.8016,-16.1674,52.197,2.22639,53.4087,0,0
